AssociatedGeneName	EnsemblGeneID	h2.CrossTissue	se.CrossTissue	h2.AdiposeSubcutaneous	se.AdiposeSubcutaneous	h2.ArteryTibial	se.ArteryTibial	h2.HeartLeftVentricle	se.HeartLeftVentricle	h2.Lung	se.Lung	h2.MuscleSkeletal	se.MuscleSkeletal	h2.NerveTibial	se.NerveTibial	h2.SkinSunExposedLowerleg	se.SkinSunExposedLowerleg	h2.Thyroid	se.Thyroid	h2.WholeBlood	se.WholeBlood
SP5	ENSG00000204335.3	0.032979	0.030945	1e-06	0.04558	0.330445	0.082762	0.149888	0.10048	0.070983	0.061068	0.009593	0.037135	3.8e-05	0.027542	1e-06	0.048115	0.002493	0.036487	0.031693	0.036037
GPR132	ENSG00000183484.7	0.014039	0.026517	0.057755	0.059067	1e-06	0.041589	1e-06	0.037291	0.002456	0.034694	0.070086	0.048935	0.011137	0.045244	0.039544	0.040323	0.039558	0.044676	0.03169	0.038253
SOBP	ENSG00000112320.7	0.074424	0.047456	0.026668	0.043335	0.05924	0.058002	0.096327	0.081756	0.047909	0.054705	0.022409	0.038706	0.061727	0.0666	0.040646	0.054398	0.016073	0.042218	0.03169	0.048658
MAP3K2	ENSG00000169967.12	0.221717	0.05728	0.05417	0.053651	0.05436	0.043807	1e-06	0.099233	0.054911	0.054998	0.002674	0.031293	0.069585	0.061646	1e-06	0.048098	0.067153	0.060274	0.031687	0.044744
DUSP16	ENSG00000111266.4	0.040138	0.030552	0.023982	0.041509	1e-06	0.04428	0.006156	0.051934	0.008495	0.034053	1e-06	0.029318	1e-06	0.052097	0.053304	0.043747	0.006392	0.031684	0.031686	0.036628
RNF4	ENSG00000063978.11	1e-06	0.027584	1e-06	0.026987	0.011019	0.025488	1e-06	0.075286	1e-06	0.042745	1e-06	0.034498	1e-06	0.032264	0.012813	0.026943	1e-06	0.02314	0.031679	0.030465
ADAL	ENSG00000168803.10	0.569198	0.066628	1e-06	0.017497	0.119518	0.059617	0.06614	0.052366	0.08893	0.057773	0.093534	0.045689	0.072718	0.053694	0.08621	0.04688	0.042033	0.033281	0.031672	0.029009
LIG4	ENSG00000174405.9	0.227968	0.067596	0.036198	0.056246	0.128786	0.079068	1e-06	0.093464	1e-06	0.062618	0.002733	0.039585	0.10381	0.084631	0.004278	0.046528	0.04414	0.06769	0.031642	0.054118
PIN1	ENSG00000127445.9	0.022853	0.026937	0.006712	0.031078	1e-06	0.040134	0.016014	0.056798	1e-06	0.061677	1e-06	0.036767	0.005069	0.034752	0.01036	0.031973	1e-06	0.056461	0.031632	0.045535
EFCAB8	ENSG00000215529.8	0.007837	0.025028	1e-06	0.051028	1e-06	0.064202	1e-06	0.085529	0.073044	0.062264	0.006534	0.028488	1e-06	0.042359	1e-06	0.047398	1e-06	0.030669	0.031614	0.037311
BMP3	ENSG00000152785.6	0.01597	0.028282	0.034493	0.033233	0.03226	0.04021	0.014651	0.051072	1e-06	0.033633	0.00594	0.023908	1e-06	0.0527	0.067921	0.050267	1e-06	0.034591	0.031608	0.047197
BBS4	ENSG00000140463.9	0.044333	0.034612	0.039866	0.038767	0.060498	0.048074	0.071114	0.063984	1e-06	0.027052	1e-06	0.037201	0.031213	0.044719	0.029503	0.033673	1e-06	0.028764	0.031606	0.033467
NCKAP5	ENSG00000176771.11	0.044832	0.032074	0.051828	0.072102	0.122452	0.077825	0.02951	0.078245	1e-06	0.042884	0.145011	0.063655	1e-06	0.076668	0.026753	0.034212	1e-06	0.076355	0.031589	0.048605
RHBDL2	ENSG00000158315.6	0.040215	0.034326	1e-06	0.040643	0.016522	0.026415	0.035391	0.05286	1e-06	0.052198	1e-06	0.024474	0.102439	0.072433	1e-06	0.044199	0.023094	0.047742	0.031588	0.04014
CNTD1	ENSG00000176563.5	1e-06	0.020588	0.039018	0.039463	1e-06	0.02968	0.098332	0.082702	1e-06	0.050545	1e-06	0.029132	1e-06	0.026309	0.005289	0.023496	0.028439	0.038034	0.031587	0.033357
RER1	ENSG00000157916.14	1e-06	0.029185	1e-06	0.040447	1e-06	0.02778	0.026275	0.045456	0.052812	0.064789	0.007484	0.027562	0.016414	0.035644	0.054777	0.048885	1e-06	0.03634	0.03158	0.030359
ZNF426	ENSG00000130818.6	0.078119	0.040975	0.009816	0.034673	0.037878	0.046753	1e-06	0.05569	1e-06	0.044872	0.016032	0.032342	1e-06	0.069837	1e-06	0.028004	1e-06	0.034618	0.031576	0.039925
ABCC1	ENSG00000103222.14	0.02588	0.035063	1e-06	0.042257	1e-06	0.032852	1e-06	0.082558	1e-06	0.068605	0.031324	0.044403	1e-06	0.034549	0.00061	0.026612	0.026785	0.044788	0.031573	0.039974
AC105020.1	ENSG00000203392.2	0.092584	0.049651	0.006474	0.022978	0.032	0.043249	0.151132	0.089367	1e-06	0.03576	0.00076	0.01762	1e-06	0.031118	1e-06	0.02737	0.029836	0.039274	0.031568	0.027196
LYRM4	ENSG00000214113.6	0.015006	0.019973	0.036703	0.052093	1e-06	0.03198	0.075498	0.078133	0.00737	0.035159	0.001129	0.021873	1e-06	0.032046	0.007759	0.031165	0.001696	0.028327	0.031562	0.04095
CTD-2210P24.4	ENSG00000205106.2	0.434514	0.064582	0.024768	0.044847	0.048487	0.057395	1e-06	0.06007	0.003458	0.033237	1e-06	0.030765	0.074679	0.064662	1e-06	0.045308	0.03191	0.050336	0.031561	0.038759
ZSWIM2	ENSG00000163012.3	0.097451	0.041307	0.118621	0.06865	1e-06	0.025417	1e-06	0.0497	0.01245	0.028035	1e-06	0.024898	1e-06	0.026905	1e-06	0.032443	0.022107	0.032304	0.031553	0.036246
ZG16B	ENSG00000162078.7	0.018475	0.020354	1e-06	0.048663	1e-06	0.036473	1e-06	0.042901	1e-06	0.041283	0.032771	0.03458	1e-06	0.036715	0.006536	0.025315	1e-06	0.027108	0.031542	0.034036
PRPF40A	ENSG00000196504.11	0.040033	0.031597	1e-06	0.030661	1e-06	0.036184	1e-06	0.059072	1e-06	0.027399	1e-06	0.029032	0.01694	0.049037	1e-06	0.040439	0.014612	0.031722	0.031536	0.041942
FAM78A	ENSG00000126882.8	0.006016	0.016892	1e-06	0.040374	1e-06	0.038781	1e-06	0.05736	0.022229	0.030503	0.016043	0.03254	1e-06	0.042258	1e-06	0.02638	1e-06	0.03562	0.031536	0.032371
B4GALNT3	ENSG00000139044.6	1e-06	0.021085	0.006202	0.044913	0.052429	0.056429	1e-06	0.086275	0.000925	0.039425	1e-06	0.048122	0.179951	0.079778	0.028299	0.050938	1e-06	0.036607	0.031529	0.042306
CRH	ENSG00000147571.3	0.020548	0.030969	0.066177	0.057368	0.052058	0.047317	1e-06	0.049638	0.048286	0.058865	1e-06	0.024392	1e-06	0.033453	0.023703	0.03461	1e-06	0.05348	0.031524	0.03869
COL23A1	ENSG00000050767.11	1e-06	0.034255	1e-06	0.049658	1e-06	0.04894	1e-06	0.068698	1e-06	0.041383	1e-06	0.034797	0.0696	0.064875	1e-06	0.034635	0.004324	0.033431	0.031521	0.036211
ZNF442	ENSG00000198342.5	0.003406	0.01415	1e-06	0.054644	1e-06	0.036565	0.025284	0.059861	0.038901	0.050814	0.09063	0.056354	0.005129	0.029972	1e-06	0.037161	0.093357	0.065175	0.03152	0.04563
PPP1R1B	ENSG00000131771.9	0.018757	0.024776	1e-06	0.023775	0.020455	0.029338	0.120555	0.076604	1e-06	0.047507	0.001949	0.020998	0.044932	0.048768	0.054231	0.047474	1e-06	0.024354	0.031518	0.039626
KIF26B	ENSG00000162849.11	0.06854	0.039158	0.076661	0.052863	1e-06	0.019787	0.025556	0.047938	1e-06	0.027819	0.006383	0.018114	0.033609	0.040043	0.022176	0.028785	0.006969	0.021876	0.031505	0.030153
SEMA5B	ENSG00000082684.10	0.049832	0.039659	1e-06	0.035652	1e-06	0.047176	1e-06	0.080704	1e-06	0.03808	0.028589	0.035589	0.106039	0.061238	1e-06	0.037448	0.089752	0.06248	0.031504	0.043602
SFT2D2	ENSG00000213064.4	0.131461	0.052093	1e-06	0.04318	0.067086	0.063233	1e-06	0.063528	1e-06	0.045868	1e-06	0.04114	0.085525	0.072933	0.131039	0.075975	1e-06	0.049524	0.031487	0.042739
POP5	ENSG00000167272.6	0.157135	0.051157	0.010868	0.029769	1e-06	0.04024	0.080034	0.066988	1e-06	0.050573	1e-06	0.034384	0.189654	0.082082	0.026898	0.041075	0.15198	0.066105	0.031466	0.039411
FXYD1	ENSG00000266964.1	0.111968	0.053181	1e-06	0.037008	0.062658	0.05426	0.081528	0.075292	1e-06	0.046747	0.00822	0.03465	1e-06	0.043369	1e-06	0.039319	1e-06	0.047004	0.031465	0.041879
PWWP2B	ENSG00000171813.10	1e-06	0.020243	0.0157	0.035473	0.018585	0.033177	0.016679	0.050858	1e-06	0.033057	0.025807	0.037893	0.083087	0.059515	0.077774	0.048968	1e-06	0.050122	0.031457	0.036399
RPL36AL	ENSG00000165502.6	0.001805	0.020438	0.013643	0.038464	1e-06	0.038314	1e-06	0.076315	1e-06	0.03694	0.004001	0.025066	1e-06	0.059994	1e-06	0.037439	1e-06	0.037018	0.031446	0.04408
C14orf142	ENSG00000170270.4	1e-06	0.010284	0.011194	0.024406	1e-06	0.022005	1e-06	0.037712	0.00575	0.019915	0.009003	0.021399	0.007538	0.020966	0.040404	0.038577	1e-06	0.027765	0.031435	0.03739
C21orf49	ENSG00000205930.4	1e-06	0.034595	0.016276	0.03834	1e-06	0.067909	1e-06	0.079837	0.020881	0.044958	1e-06	0.037946	1e-06	0.060054	0.010071	0.040332	0.002514	0.035033	0.031427	0.04051
PDS5A	ENSG00000121892.10	1e-06	0.031201	1e-06	0.046378	0.027566	0.048041	1e-06	0.071949	1e-06	0.044825	1e-06	0.029042	0.035038	0.051918	0.053733	0.043111	0.141581	0.074255	0.031427	0.035352
SPSB1	ENSG00000171621.9	1e-06	0.031932	0.006875	0.035213	1e-06	0.045147	0.045761	0.064391	0.0353	0.048006	0.019712	0.039318	0.054727	0.056339	0.030453	0.037175	1e-06	0.044104	0.031423	0.032253
CCDC141	ENSG00000163492.9	1e-06	0.031913	0.019613	0.039516	1e-06	0.040759	0.080325	0.068794	1e-06	0.034091	1e-06	0.029124	1e-06	0.033322	1e-06	0.052573	0.032157	0.048741	0.031422	0.03685
ALG3	ENSG00000214160.5	0.017608	0.027613	0.000568	0.041823	0.039313	0.04851	1e-06	0.063309	1e-06	0.03114	0.014388	0.038001	0.033785	0.046239	1e-06	0.042474	1e-06	0.043601	0.031406	0.032738
CELF6	ENSG00000140488.9	0.093795	0.045594	0.03104	0.038384	0.025536	0.037559	1e-06	0.049607	0.008902	0.036238	1e-06	0.018362	0.060596	0.059562	0.011404	0.027823	0.038681	0.048497	0.031405	0.029644
NAPEPLD	ENSG00000161048.7	0.272251	0.059923	0.101266	0.05456	0.041415	0.047167	0.006125	0.050561	0.041899	0.043937	1e-06	0.026088	1e-06	0.031456	0.128343	0.057769	0.107635	0.064737	0.031396	0.035903
ZNF16	ENSG00000170631.10	0.051676	0.03377	1e-06	0.03053	1e-06	0.03696	0.079956	0.066735	0.011466	0.024137	1e-06	0.017767	1e-06	0.032596	0.002188	0.018535	0.007858	0.026234	0.031388	0.032813
ST6GALNAC5	ENSG00000117069.10	0.023015	0.029753	1e-06	0.040878	0.131025	0.071104	0.037668	0.075312	0.061539	0.056475	0.025133	0.033797	0.030266	0.04861	0.121357	0.062777	0.073579	0.052657	0.031388	0.042538
MMP19	ENSG00000123342.11	0.007868	0.027808	0.056997	0.058364	1e-06	0.047651	0.071359	0.084894	1e-06	0.040858	0.029309	0.048348	1e-06	0.074922	1e-06	0.045827	1e-06	0.050096	0.031383	0.050607
NID1	ENSG00000116962.10	1e-06	0.019198	0.041016	0.042178	0.016241	0.043913	0.068583	0.07688	1e-06	0.047049	1e-06	0.033689	1e-06	0.031158	1e-06	0.038035	0.025578	0.049942	0.031371	0.041624
NEDD1	ENSG00000139350.7	1e-06	0.026751	1e-06	0.036036	0.010109	0.042851	1e-06	0.077541	1e-06	0.03759	1e-06	0.026462	1e-06	0.041764	0.059123	0.046768	0.063571	0.055585	0.031365	0.032358
SLC25A45	ENSG00000162241.8	0.021054	0.024088	1e-06	0.036838	1e-06	0.027595	1e-06	0.05376	0.026405	0.046553	1e-06	0.027844	0.00798	0.031369	1e-06	0.030027	1e-06	0.020193	0.031359	0.036103
UBC	ENSG00000150991.10	0.007049	0.027266	0.043597	0.044191	0.099403	0.07276	1e-06	0.083989	0.022677	0.064178	1e-06	0.043921	0.016892	0.05335	0.063897	0.063936	1e-06	0.060713	0.031355	0.042349
KLF16	ENSG00000129911.4	0.051341	0.038309	1e-06	0.036644	1e-06	0.059901	1e-06	0.109485	1e-06	0.039402	1e-06	0.031526	1e-06	0.060558	0.076096	0.072401	0.031453	0.046517	0.031354	0.042573
IRGC	ENSG00000124449.6	0.013158	0.022324	1e-06	0.035493	1e-06	0.021154	1e-06	0.050092	0.076484	0.062673	0.003477	0.022706	1e-06	0.031325	1e-06	0.023633	0.002102	0.028797	0.031346	0.029942
BPIFB2	ENSG00000078898.6	1e-06	0.019147	1e-06	0.022989	0.063313	0.061538	1e-06	0.045889	1e-06	0.01865	1e-06	0.023503	0.017953	0.035114	0.003662	0.016026	0.003166	0.01713	0.031328	0.034678
TXLNA	ENSG00000084652.11	1e-06	0.039697	0.046818	0.051763	0.045204	0.054298	1e-06	0.07887	1e-06	0.050714	1e-06	0.036457	1e-06	0.034943	0.027688	0.044995	1e-06	0.038346	0.03132	0.035644
C7orf71	ENSG00000222004.3	0.009352	0.023978	1e-06	0.051772	1e-06	0.046466	0.00935	0.041392	0.074197	0.06673	0.027966	0.032783	0.012436	0.035381	1e-06	0.038172	1e-06	0.058201	0.031297	0.042063
TXNDC12	ENSG00000117862.6	0.091945	0.052942	0.006276	0.02779	1e-06	0.031034	1e-06	0.045867	1e-06	0.032902	1e-06	0.023218	0.083027	0.061102	1e-06	0.028093	0.017201	0.030196	0.031287	0.033572
C6orf118	ENSG00000112539.9	1e-06	0.031556	0.084489	0.065059	0.098524	0.068597	0.033576	0.057901	1e-06	0.044808	1e-06	0.031141	0.060359	0.068386	1e-06	0.040252	1e-06	0.041455	0.031282	0.03749
GBA	ENSG00000177628.10	0.036952	0.041286	1e-06	0.054111	0.008905	0.045219	1e-06	0.067805	1e-06	0.044551	1e-06	0.035081	1e-06	0.079451	0.016537	0.032956	0.006494	0.03407	0.031277	0.037802
DEFB132	ENSG00000186458.4	0.006637	0.023778	0.027217	0.067558	0.004982	0.053169	0.064788	0.102155	1e-06	0.072932	0.045285	0.05021	1e-06	0.050591	0.057629	0.059434	1e-06	0.035013	0.031271	0.052605
VPS25	ENSG00000131475.2	1e-06	0.026853	1e-06	0.02329	0.016283	0.031387	0.049024	0.067375	1e-06	0.0249	0.008884	0.02803	0.033774	0.038579	0.030069	0.032423	0.000226	0.023231	0.03127	0.033032
C11orf70	ENSG00000137691.8	0.050886	0.04866	0.085633	0.073974	0.024489	0.049388	0.089905	0.087284	0.025993	0.06752	1e-06	0.048499	1e-06	0.073718	0.023232	0.049891	1e-06	0.050737	0.031246	0.0518
KCND2	ENSG00000184408.5	1e-06	0.02366	1e-06	0.023106	1e-06	0.030928	1e-06	0.068603	1e-06	0.036772	0.014146	0.02716	1e-06	0.022088	0.097728	0.066045	1e-06	0.030808	0.031235	0.038372
MCM4	ENSG00000104738.12	0.029926	0.035013	0.009926	0.047732	1e-06	0.039177	0.129412	0.093685	0.030716	0.052037	0.020328	0.03521	0.003373	0.037777	0.046609	0.049753	1e-06	0.04285	0.031224	0.036049
PRRT3	ENSG00000163704.7	1e-06	0.030265	1e-06	0.024851	0.027239	0.036985	1e-06	0.065862	1e-06	0.043052	1e-06	0.03964	0.004385	0.027819	1e-06	0.03702	0.052705	0.056079	0.031221	0.0386
SENP5	ENSG00000119231.6	0.048919	0.03493	1e-06	0.035103	0.002369	0.027598	0.006524	0.050516	1e-06	0.03872	0.016045	0.028481	0.102323	0.06159	1e-06	0.046345	0.04075	0.046114	0.031218	0.030626
CYTL1	ENSG00000170891.6	1e-06	0.024807	1e-06	0.038765	0.014327	0.050457	1e-06	0.060502	0.004097	0.037668	0.062643	0.050205	0.002379	0.041717	1e-06	0.055002	1e-06	0.04416	0.031216	0.055857
SLAIN2	ENSG00000109171.10	0.00553	0.020608	1e-06	0.024169	0.055584	0.042281	1e-06	0.044532	1e-06	0.030187	0.014329	0.026606	0.091817	0.057739	0.055598	0.044231	1e-06	0.040104	0.031211	0.029916
SLC9C1	ENSG00000172139.10	0.073637	0.037619	0.003209	0.037976	1e-06	0.046952	1e-06	0.05999	0.014062	0.047591	0.011018	0.038401	0.006378	0.032763	0.039706	0.045077	1e-06	0.036373	0.031201	0.041211
ZNF782	ENSG00000196597.7	0.020707	0.022354	1e-06	0.020724	1e-06	0.022148	1e-06	0.057978	1e-06	0.025456	0.060547	0.042906	1e-06	0.021928	1e-06	0.030178	1e-06	0.029311	0.0312	0.032655
B9D2	ENSG00000123810.3	0.087077	0.045513	1e-06	0.026225	0.013561	0.03482	1e-06	0.072311	1e-06	0.027505	0.009331	0.028091	0.00554	0.026227	0.060175	0.050444	1e-06	0.03396	0.031194	0.03451
ITPRIPL1	ENSG00000198885.5	1e-06	0.027026	1e-06	0.041869	1e-06	0.035258	1e-06	0.075541	0.110334	0.070889	1e-06	0.035412	1e-06	0.052755	0.006087	0.036661	1e-06	0.041873	0.031191	0.042106
MKI67IP	ENSG00000155438.7	0.007121	0.021337	1e-06	0.02924	0.011775	0.026033	0.005898	0.038902	1e-06	0.036317	1e-06	0.020528	1e-06	0.027522	1e-06	0.020121	1e-06	0.024138	0.03119	0.03071
VSTM2B	ENSG00000187135.7	0.082439	0.048386	0.143785	0.096384	0.023616	0.065075	1e-06	0.093662	1e-06	0.062693	1e-06	0.050692	0.236232	0.097506	0.07203	0.053696	1e-06	0.070698	0.031184	0.04914
TSTD1	ENSG00000215845.6	0.012696	0.029945	1e-06	0.064068	1e-06	0.052972	1e-06	0.090558	1e-06	0.054524	0.075041	0.060234	0.168231	0.093707	0.01228	0.055504	1e-06	0.060537	0.031179	0.04412
FADD	ENSG00000168040.4	1e-06	0.020406	0.034832	0.04874	1e-06	0.056018	1e-06	0.096938	1e-06	0.047794	0.025568	0.036456	1e-06	0.066178	0.060449	0.055741	1e-06	0.039301	0.031141	0.035306
RPL13A	ENSG00000142541.12	0.027041	0.03072	0.098519	0.070044	0.02179	0.040906	0.047462	0.080937	1e-06	0.059442	0.019765	0.029886	0.059469	0.048129	0.001519	0.029205	0.001267	0.050894	0.031136	0.040643
TMEM156	ENSG00000121895.7	0.055172	0.033899	1e-06	0.041637	0.07781	0.054668	0.040511	0.061776	1e-06	0.055668	0.05673	0.040175	0.02982	0.042454	0.033617	0.044707	0.133747	0.070487	0.031129	0.04691
NLRP10	ENSG00000182261.3	0.040397	0.027845	0.005096	0.026741	0.016466	0.031594	0.07954	0.065339	0.013884	0.032458	0.020578	0.02324	1e-06	0.030107	0.03044	0.035874	1e-06	0.036743	0.031126	0.037171
RNF133	ENSG00000188050.2	1e-06	0.022026	1e-06	0.035443	1e-06	0.024036	1e-06	0.050485	0.077272	0.053317	0.052224	0.04385	0.186501	0.082031	1e-06	0.036776	0.02739	0.044941	0.031115	0.035245
CLCC1	ENSG00000121940.11	0.182773	0.06037	1e-06	0.041109	0.048553	0.056971	0.005419	0.058178	1e-06	0.046204	0.000404	0.031889	0.014316	0.034534	1e-06	0.029913	1e-06	0.054603	0.031111	0.035904
MOGS	ENSG00000115275.7	0.090162	0.046637	1e-06	0.036793	1e-06	0.048802	0.046568	0.064497	1e-06	0.048321	1e-06	0.032305	1e-06	0.050703	0.059494	0.048035	0.044518	0.052349	0.031109	0.033434
ZNF470	ENSG00000197016.7	0.203517	0.060736	1e-06	0.05128	0.176634	0.083976	1e-06	0.094999	0.005976	0.0429	1e-06	0.036392	0.006916	0.058001	1e-06	0.064111	0.016225	0.062995	0.031097	0.050361
SEPT4	ENSG00000108387.10	0.026322	0.027555	1e-06	0.057251	0.07269	0.056656	1e-06	0.061924	0.10626	0.06848	0.044875	0.045259	1e-06	0.031429	1e-06	0.021956	0.025588	0.039996	0.031097	0.03856
LARP6	ENSG00000166173.9	1e-06	0.032131	0.046299	0.048193	0.038898	0.042227	0.044896	0.07501	1e-06	0.045393	1e-06	0.036091	1e-06	0.058807	0.051453	0.050641	1e-06	0.047905	0.031087	0.048073
PPIAL4B	ENSG00000255854.1	1e-06	0.026184	0.022312	0.049386	1e-06	0.055115	1e-06	0.092796	1e-06	0.062147	1e-06	0.044816	0.048886	0.064109	0.042452	0.052183	1e-06	0.075075	0.03108	0.044554
TC2N	ENSG00000165929.8	1e-06	0.030416	0.019374	0.047558	1e-06	0.049412	0.027889	0.07255	0.011132	0.055247	0.01283	0.035605	0.049487	0.051319	0.025989	0.04674	1e-06	0.05258	0.031078	0.039171
FAM53A	ENSG00000174137.8	0.025641	0.028241	1e-06	0.04391	0.027077	0.033885	1e-06	0.051477	0.011033	0.043225	0.00026	0.021511	0.012437	0.036529	0.010976	0.026278	0.016962	0.036334	0.031075	0.032276
TSNAX	ENSG00000116918.9	0.001315	0.026538	1e-06	0.037288	0.048705	0.058378	0.010562	0.070687	0.028208	0.056407	0.013849	0.031048	1e-06	0.056858	0.056288	0.045993	0.068675	0.059921	0.031065	0.040729
NPHS2	ENSG00000116218.8	0.016483	0.023263	1e-06	0.033065	1e-06	0.033896	1e-06	0.047331	1e-06	0.032967	1e-06	0.033942	0.066733	0.057477	1e-06	0.033847	0.029131	0.046183	0.031065	0.031259
FHDC1	ENSG00000137460.4	0.043641	0.032957	0.071751	0.063365	0.115239	0.07047	0.033133	0.054023	0.048165	0.056021	1e-06	0.02289	1e-06	0.037732	1e-06	0.029688	0.023295	0.033524	0.031062	0.031211
CALCRL	ENSG00000064989.8	1e-06	0.015221	0.004197	0.029631	0.195739	0.069978	0.019833	0.049811	0.020932	0.032395	0.024523	0.029765	0.025229	0.033792	0.024541	0.034871	0.034264	0.037705	0.031051	0.032286
ENY2	ENSG00000120533.8	0.079939	0.045971	1e-06	0.038661	1e-06	0.026287	0.081008	0.072545	0.011765	0.029933	1e-06	0.031213	0.003538	0.028644	0.03813	0.036662	0.026006	0.03891	0.031037	0.033789
PAK2	ENSG00000180370.6	0.003713	0.020716	0.024527	0.043798	1e-06	0.034335	1e-06	0.071163	0.025048	0.050743	0.029118	0.032109	1e-06	0.044856	0.063984	0.044425	0.007585	0.030622	0.031032	0.040957
COMMD9	ENSG00000110442.7	0.029694	0.032927	1e-06	0.055564	1e-06	0.05309	1e-06	0.078045	0.015981	0.04822	1e-06	0.033203	1e-06	0.04569	1e-06	0.03868	0.050622	0.053545	0.03103	0.055584
TRPA1	ENSG00000104321.6	0.046294	0.034196	1e-06	0.04034	1e-06	0.034277	0.055367	0.101227	1e-06	0.032649	0.015443	0.026277	0.082585	0.079152	1e-06	0.059224	0.056076	0.053354	0.031027	0.048937
ZNF283	ENSG00000167637.12	0.00163	0.020059	1e-06	0.047823	0.04646	0.064625	1e-06	0.06969	0.033078	0.069808	1e-06	0.04096	0.001212	0.047889	0.07704	0.066656	0.000916	0.038173	0.031002	0.037101
INCENP	ENSG00000149503.8	0.221303	0.064195	1e-06	0.042662	0.005229	0.034015	1e-06	0.069193	1e-06	0.037864	1e-06	0.036372	0.254624	0.088706	0.021528	0.036553	0.370904	0.081859	0.030999	0.033524
PRG3	ENSG00000156575.2	0.004994	0.017843	1e-06	0.028979	1e-06	0.031254	1e-06	0.04792	0.015152	0.031943	0.025247	0.031096	0.070473	0.056877	1e-06	0.033436	1e-06	0.020389	0.030969	0.02925
CCNI2	ENSG00000205089.3	1e-06	0.0235	0.100568	0.07403	0.094953	0.066528	0.037113	0.054471	1e-06	0.033522	0.01043	0.026097	0.080502	0.059168	1e-06	0.040562	0.102178	0.061321	0.030961	0.0323
TPD52L1	ENSG00000111907.16	0.045831	0.038003	0.071419	0.060016	0.122045	0.072871	0.106782	0.086902	0.02648	0.050917	0.005536	0.026146	0.13304	0.076368	0.07268	0.052778	0.037573	0.047273	0.030952	0.035711
NDUFS4	ENSG00000164258.7	0.06897	0.048485	1e-06	0.058123	1e-06	0.039332	0.034699	0.054023	0.048346	0.061499	1e-06	0.030264	0.102677	0.081804	0.130951	0.07277	0.035834	0.038396	0.030939	0.046125
FGF6	ENSG00000111241.2	0.000123	0.01988	1e-06	0.036308	0.002806	0.031411	1e-06	0.047045	1e-06	0.035013	0.027044	0.034887	0.039526	0.053712	0.031834	0.042725	0.007294	0.029281	0.030933	0.035293
VPS45	ENSG00000136631.8	1e-06	0.034059	0.020465	0.039004	0.05574	0.044707	1e-06	0.042825	0.041772	0.042691	0.030182	0.040111	1e-06	0.046255	1e-06	0.028463	1e-06	0.0274	0.030932	0.027809
PPP1R8	ENSG00000117751.13	0.012575	0.031148	0.042467	0.065675	0.015434	0.03806	1e-06	0.083448	1e-06	0.0508	1e-06	0.037384	1e-06	0.062709	0.036521	0.052936	0.016743	0.050085	0.030931	0.03754
ZNF292	ENSG00000188994.8	0.0276	0.022153	0.033737	0.039798	1e-06	0.032241	0.031763	0.05673	1e-06	0.044158	0.016244	0.02931	0.032602	0.037045	1e-06	0.035297	1e-06	0.036489	0.030928	0.033605
TNNI1	ENSG00000159173.14	0.024235	0.037871	0.063529	0.065832	1e-06	0.05139	0.039884	0.082308	0.079464	0.063781	0.115563	0.060402	0.067394	0.067459	0.048638	0.056325	0.019571	0.034003	0.030911	0.048019
NRGN	ENSG00000154146.7	0.032106	0.045602	1e-06	0.037129	0.038756	0.065064	1e-06	0.092766	0.007081	0.052464	1e-06	0.044128	1e-06	0.082418	0.059664	0.073551	0.136803	0.084658	0.030876	0.052035
ZCCHC14	ENSG00000140948.7	0.07185	0.047865	0.003678	0.036847	0.032162	0.062948	1e-06	0.078525	1e-06	0.071953	1e-06	0.050607	0.072772	0.074138	0.021041	0.058909	1e-06	0.069537	0.030859	0.05484
KLHL22	ENSG00000099910.12	0.016081	0.01848	1e-06	0.035889	1e-06	0.035413	0.028089	0.047639	1e-06	0.036887	1e-06	0.03242	0.041619	0.048367	1e-06	0.038231	1e-06	0.038101	0.030858	0.036363
MEGF11	ENSG00000157890.13	0.057744	0.04085	0.00165	0.031995	1e-06	0.051635	1e-06	0.067705	0.061445	0.056951	1e-06	0.043357	1e-06	0.047971	0.008005	0.037259	0.088823	0.065822	0.030857	0.037385
INHBE	ENSG00000139269.2	0.045126	0.037304	0.017585	0.034957	1e-06	0.038445	1e-06	0.05721	0.045678	0.049204	1e-06	0.032671	0.024342	0.045168	0.049862	0.052095	1e-06	0.040307	0.030853	0.0391
SLC39A8	ENSG00000138821.8	0.054174	0.039113	1e-06	0.036454	0.025631	0.040504	0.02314	0.047107	0.182594	0.073974	0.037586	0.036184	0.014424	0.04654	0.02364	0.038145	1e-06	0.032693	0.030839	0.03396
NEUROD1	ENSG00000162992.3	0.012836	0.027929	1e-06	0.040982	1e-06	0.035562	1e-06	0.075758	0.075777	0.062306	0.024927	0.033119	0.043185	0.053714	0.037962	0.043089	1e-06	0.035422	0.030831	0.035393
TMEM241	ENSG00000134490.9	0.038761	0.040424	1e-06	0.058523	0.025392	0.047625	0.079302	0.086515	1e-06	0.039917	1e-06	0.053194	0.00086	0.060732	1e-06	0.064546	0.020192	0.048125	0.03083	0.035257
TUBGCP3	ENSG00000126216.8	0.059595	0.040386	0.036191	0.05526	0.003934	0.031936	0.222243	0.110899	1e-06	0.051632	1e-06	0.032695	1e-06	0.058314	1e-06	0.043102	0.012284	0.048952	0.030828	0.044573
